Date,Job_Type,Job_Categories,Public_Holiday_Flag,Local_Gas_Price,Monthly_Unemployment_Rate,Income_Total,Jobs_Completed,Job_Duration_Days,Hours_Worked,Expenses_Total,Platform_Count,Target_Income_Next_Day,income_volatility_index,Month,Monthly_Income,Monthly_Expenses,Target_Income_Next_Month
2024-09-01,Freelance,Tech Services,0,75.96,7.9,32114.95,1,13,7,2451.04,1,850200.0,18090.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-02,Freelance,Tech Services,0,76.29,7.8,0.0,0,0,4,880.41,1,-24500.0,18090.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-03,Freelance,Tech Services,0,75.77,7.6,0.0,0,0,6,982.26,1,-27500.0,18090.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-04,Freelance,Tech Services,0,76.02,7.6,0.0,0,0,8,1825.45,1,-49500.0,18090.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-05,Freelance,Tech Services,0,74.53,7.9,0.0,0,0,9,4994.99,1,-133000.0,18090.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-06,Freelance,Tech Services,0,76.46,7.3,0.0,0,0,5,2441.86,1,-71700.0,12138.31,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-07,Freelance,Tech Services,0,75.52,7.9,0.0,0,0,5,1290.4,1,-36200.0,12138.31,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-08,Freelance,Tech Services,0,77.06,7.8,0.0,0,0,0,6096.49,1,-164600.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-09,Freelance,Tech Services,0,75.69,7.8,0.0,0,0,7,2415.97,1,-67300.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-10,Freelance,Tech Services,0,76.75,7.7,0.0,0,0,7,12413.89,1,-329000.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-11,Freelance,Tech Services,0,75.68,7.7,0.0,0,0,10,4115.66,1,-120600.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-12,Freelance,Tech Services,0,75.62,7.8,0.0,0,0,4,1377.75,1,-40100.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-13,Freelance,Tech Services,0,76.93,7.9,0.0,0,0,6,1494.6,1,-41600.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-14,Freelance,Tech Services,0,76.0,7.7,0.0,0,0,5,1445.51,1,-39100.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-15,Freelance,Tech Services,0,75.36,8.0,49215.56,1,17,2,1096.95,1,1387700.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-16,Freelance,Tech Services,0,76.12,7.8,0.0,0,0,5,850.19,1,-23500.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-17,Freelance,Tech Services,0,77.77,7.9,0.0,0,0,10,1351.74,1,-38700.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-18,Freelance,Tech Services,0,75.82,7.7,0.0,0,0,4,530.92,1,-14300.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-19,Freelance,Tech Services,0,76.78,7.8,0.0,0,0,9,913.78,1,-25100.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-20,Freelance,Tech Services,0,75.5,8.0,0.0,0,0,9,1699.59,1,-47300.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-21,Freelance,Tech Services,0,75.9,8.2,0.0,0,0,8,1726.21,1,-46300.0,18601.73,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-22,Freelance,Tech Services,0,76.79,7.7,0.0,0,0,0,856.43,1,-23200.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-23,Freelance,Tech Services,0,76.91,7.8,0.0,0,0,6,880.8,1,-25300.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-24,Freelance,Tech Services,0,76.71,7.9,0.0,0,0,5,568.37,1,-16600.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-25,Freelance,Tech Services,0,75.88,7.7,0.0,0,0,5,9293.55,1,-265300.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-26,Freelance,Tech Services,0,76.83,7.7,0.0,0,0,6,887.63,1,-26000.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-27,Freelance,Tech Services,0,76.13,7.6,0.0,0,0,6,2049.41,1,-54900.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-28,Freelance,Tech Services,0,76.56,8.2,0.0,0,0,4,467.68,1,-12900.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-29,Freelance,Tech Services,0,75.83,7.8,0.0,0,0,0,2304.1,1,-63700.0,0.0,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-09-30,Freelance,Tech Services,0,77.08,7.8,27607.85,1,8,5,1346.69,1,753600.0,10434.79,2024-09,108938.35999999999,71050.31999999999,116000.0
2024-10-01,Freelance,Tech Services,0,76.64,7.6,32461.42,1,18,7,2075.22,1,875500.0,14722.22,2024-10,105543.41,51220.14,110700.0
2024-10-02,Freelance,Tech Services,1,76.64,7.8,0.0,0,0,10,833.83,1,-24200.0,14722.22,2024-10,105543.41,51220.14,110700.0
2024-10-03,Freelance,Tech Services,0,76.93,8.0,0.0,0,0,5,2019.08,1,-59100.0,14722.22,2024-10,105543.41,51220.14,110700.0
2024-10-04,Freelance,Tech Services,0,77.75,7.9,0.0,0,0,9,2198.75,1,-59000.0,14722.22,2024-10,105543.41,51220.14,110700.0
2024-10-05,Freelance,Tech Services,0,76.63,7.8,0.0,0,0,4,4352.98,1,-115400.0,14722.22,2024-10,105543.41,51220.14,110700.0
2024-10-06,Freelance,Tech Services,0,76.31,7.9,0.0,0,0,0,1794.48,1,-48800.0,14722.22,2024-10,105543.41,51220.14,110700.0
2024-10-07,Freelance,Tech Services,0,76.35,7.8,0.0,0,0,10,1252.48,1,-33500.0,12269.26,2024-10,105543.41,51220.14,110700.0
2024-10-08,Freelance,Tech Services,0,77.18,7.6,0.0,0,0,5,1646.37,1,-44400.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-09,Freelance,Tech Services,0,77.1,8.1,0.0,0,0,8,679.78,1,-19900.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-10,Freelance,Tech Services,0,76.49,7.4,0.0,0,0,10,964.97,1,-26600.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-11,Freelance,Tech Services,0,76.26,8.1,0.0,0,0,8,1055.97,1,-28700.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-12,Freelance,Tech Services,0,76.57,7.6,0.0,0,0,10,1452.24,1,-39900.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-13,Freelance,Tech Services,0,76.34,8.0,0.0,0,0,0,1697.6,1,-45100.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-14,Freelance,Tech Services,0,76.88,7.8,0.0,0,0,10,750.17,1,-20600.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-15,Freelance,Tech Services,0,76.44,7.7,33577.27,1,11,7,2298.5,1,833100.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-16,Freelance,Tech Services,0,76.18,8.1,0.0,0,0,7,1361.4,1,-39200.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-17,Freelance,Tech Services,0,76.5,8.0,0.0,0,0,7,849.98,1,-23400.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-18,Freelance,Tech Services,0,77.43,8.0,0.0,0,0,10,1155.73,1,-30800.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-19,Freelance,Tech Services,0,76.47,7.9,0.0,0,0,5,2487.46,1,-67900.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-20,Freelance,Tech Services,0,76.69,7.6,0.0,0,0,0,894.89,1,-26100.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-21,Freelance,Tech Services,0,76.88,7.6,0.0,0,0,6,731.08,1,-21300.0,12691.02,2024-10,105543.41,51220.14,110700.0
2024-10-22,Freelance,Tech Services,0,77.33,7.7,0.0,0,0,10,2375.66,1,-66700.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-23,Freelance,Tech Services,0,76.85,7.9,0.0,0,0,4,1353.7,1,-39500.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-24,Freelance,Tech Services,0,76.64,7.9,0.0,0,0,8,2541.71,1,-68700.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-25,Freelance,Tech Services,0,76.54,8.0,0.0,0,0,4,1403.98,1,-39400.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-26,Freelance,Tech Services,0,76.12,7.8,0.0,0,0,8,2729.08,1,-80700.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-27,Freelance,Tech Services,0,77.78,7.6,0.0,0,0,0,1271.06,1,-36500.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-28,Freelance,Tech Services,1,76.49,7.9,0.0,0,0,6,2360.39,1,-68100.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-29,Freelance,Tech Services,0,76.93,7.9,0.0,0,0,5,1003.46,1,-27700.0,0.0,2024-10,105543.41,51220.14,110700.0
2024-10-30,Freelance,Tech Services,0,77.1,7.9,39504.72,1,10,6,1772.03,1,1091400.0,14931.38,2024-10,105543.41,51220.14,110700.0
2024-10-31,Freelance,Tech Services,0,77.43,7.9,0.0,0,0,8,1856.11,1,-53600.0,14931.38,2024-10,105543.41,51220.14,110700.0
2024-11-01,Freelance,Tech Services,0,76.77,7.9,45576.92,1,14,8,1148.23,1,1230400.0,20831.67,2024-11,143776.18,70153.26,150800.0
2024-11-02,Freelance,Tech Services,0,77.86,7.8,0.0,0,0,4,1049.83,1,-28800.0,20831.67,2024-11,143776.18,70153.26,150800.0
2024-11-03,Freelance,Tech Services,0,76.43,8.0,0.0,0,0,0,2487.2,1,-71900.0,20831.67,2024-11,143776.18,70153.26,150800.0
2024-11-04,Freelance,Tech Services,0,76.88,7.4,44605.9,1,8,6,2599.06,1,1212500.0,23183.58,2024-11,143776.18,70153.26,150800.0
2024-11-05,Freelance,Tech Services,0,77.38,7.7,0.0,0,0,5,5328.57,1,-153000.0,23183.58,2024-11,143776.18,70153.26,150800.0
2024-11-06,Freelance,Tech Services,0,76.92,7.9,0.0,0,0,4,2384.63,1,-70600.0,22004.14,2024-11,143776.18,70153.26,150800.0
2024-11-07,Freelance,Tech Services,0,77.08,7.9,0.0,0,0,8,707.99,1,-20700.0,22004.14,2024-11,143776.18,70153.26,150800.0
2024-11-08,Freelance,Tech Services,0,76.78,7.9,0.0,0,0,7,2670.06,1,-76300.0,16859.45,2024-11,143776.18,70153.26,150800.0
2024-11-09,Freelance,Tech Services,0,76.89,7.9,0.0,0,0,8,1844.45,1,-50000.0,16859.45,2024-11,143776.18,70153.26,150800.0
2024-11-10,Freelance,Tech Services,0,77.34,7.6,0.0,0,0,0,2174.04,1,-62700.0,16859.45,2024-11,143776.18,70153.26,150800.0
2024-11-11,Freelance,Tech Services,0,77.59,7.7,0.0,0,0,4,1474.43,1,-41800.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-12,Freelance,Tech Services,0,77.47,7.9,0.0,0,0,6,6389.7,1,-185100.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-13,Freelance,Tech Services,0,78.0,7.8,0.0,0,0,10,1930.88,1,-53300.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-14,Freelance,Tech Services,0,76.92,7.8,0.0,0,0,6,1949.32,1,-56500.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-15,Freelance,Tech Services,1,76.96,8.0,21124.62,1,17,2,1470.24,1,541100.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-16,Freelance,Tech Services,0,76.32,7.6,0.0,0,0,10,1827.79,1,-52800.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-17,Freelance,Tech Services,0,76.61,8.0,0.0,0,0,0,728.49,1,-20800.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-18,Freelance,Tech Services,0,78.01,7.8,0.0,0,0,5,2759.22,1,-81200.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-19,Freelance,Tech Services,0,77.09,7.8,0.0,0,0,7,7386.64,1,-207800.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-20,Freelance,Tech Services,0,77.77,7.6,0.0,0,0,7,724.65,1,-20400.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-21,Freelance,Tech Services,0,77.32,8.0,0.0,0,0,5,2884.27,1,-82200.0,7984.36,2024-11,143776.18,70153.26,150800.0
2024-11-22,Freelance,Tech Services,0,77.47,7.8,0.0,0,0,9,2497.34,1,-66900.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-23,Freelance,Tech Services,0,77.73,7.3,0.0,0,0,9,2635.17,1,-76700.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-24,Freelance,Tech Services,0,77.59,7.7,0.0,0,0,0,1613.35,1,-42900.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-25,Freelance,Tech Services,0,76.35,7.9,0.0,0,0,5,2276.17,1,-61900.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-26,Freelance,Tech Services,0,77.97,7.8,0.0,0,0,7,1437.13,1,-39800.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-27,Freelance,Tech Services,0,77.77,8.1,0.0,0,0,4,1989.35,1,-56400.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-28,Freelance,Tech Services,0,77.97,8.1,0.0,0,0,4,1297.0,1,-37200.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-29,Freelance,Tech Services,0,77.7,7.8,0.0,0,0,6,2110.56,1,-60400.0,0.0,2024-11,143776.18,70153.26,150800.0
2024-11-30,Freelance,Tech Services,0,76.54,7.8,32468.74,1,12,3,2377.5,1,825000.0,12272.03,2024-11,143776.18,70153.26,150800.0
2024-12-01,Freelance,Tech Services,0,76.95,8.2,38229.83,1,14,7,2875.94,1,1009700.0,17328.68,2024-12,170128.54,53025.35,175400.0
2024-12-02,Freelance,Tech Services,0,77.3,7.8,0.0,0,0,4,1751.28,1,-46400.0,17328.68,2024-12,170128.54,53025.35,175400.0
2024-12-03,Freelance,Tech Services,0,77.68,7.8,0.0,0,0,8,1418.79,1,-40900.0,17328.68,2024-12,170128.54,53025.35,175400.0
2024-12-04,Freelance,Tech Services,0,78.27,7.7,0.0,0,0,5,1496.95,1,-40400.0,17328.68,2024-12,170128.54,53025.35,175400.0
2024-12-05,Freelance,Tech Services,0,77.53,7.7,0.0,0,0,10,4807.59,1,-137700.0,17328.68,2024-12,170128.54,53025.35,175400.0
2024-12-06,Freelance,Tech Services,0,76.79,7.7,0.0,0,0,4,2758.09,1,-77100.0,17328.68,2024-12,170128.54,53025.35,175400.0
2024-12-07,Freelance,Tech Services,0,77.45,7.7,0.0,0,0,6,1772.18,1,-50200.0,14449.52,2024-12,170128.54,53025.35,175400.0
2024-12-08,Freelance,Tech Services,0,77.14,7.5,0.0,0,0,0,1384.91,1,-37900.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-09,Freelance,Tech Services,0,77.46,7.5,0.0,0,0,5,1188.67,1,-32600.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-10,Freelance,Tech Services,0,77.89,7.8,0.0,0,0,8,1960.13,1,-52900.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-11,Freelance,Tech Services,0,76.8,7.7,0.0,0,0,10,1104.72,1,-32200.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-12,Freelance,Tech Services,0,77.17,7.9,0.0,0,0,9,1233.16,1,-35700.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-13,Freelance,Tech Services,0,78.23,7.4,0.0,0,0,4,949.1,1,-27800.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-14,Freelance,Tech Services,0,77.63,7.8,0.0,0,0,8,1043.35,1,-30100.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-15,Freelance,Tech Services,0,77.93,7.8,47568.75,1,5,8,1711.81,1,1348000.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-16,Freelance,Tech Services,0,77.23,7.7,0.0,0,0,8,2485.33,1,-67000.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-17,Freelance,Tech Services,0,77.22,8.0,0.0,0,0,10,2052.61,1,-57600.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-18,Freelance,Tech Services,0,77.65,8.2,0.0,0,0,6,1713.87,1,-49800.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-19,Freelance,Tech Services,0,77.62,7.7,0.0,0,0,5,1845.81,1,-52200.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-20,Freelance,Tech Services,0,76.91,7.4,0.0,0,0,10,2852.19,1,-78800.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-21,Freelance,Tech Services,0,76.89,7.9,0.0,0,0,7,934.5,1,-26800.0,17979.3,2024-12,170128.54,53025.35,175400.0
2024-12-22,Freelance,Tech Services,0,77.95,7.5,0.0,0,0,0,2130.6,1,-62500.0,0.0,2024-12,170128.54,53025.35,175400.0
2024-12-23,Freelance,Tech Services,0,78.16,7.7,38820.87,1,8,7,2748.89,1,1041200.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-24,Freelance,Tech Services,0,77.8,8.1,0.0,0,0,8,963.96,1,-27500.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-25,Freelance,Tech Services,1,78.2,7.7,0.0,0,0,8,1278.02,1,-35500.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-26,Freelance,Tech Services,0,77.32,7.4,0.0,0,0,6,1567.57,1,-44000.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-27,Freelance,Tech Services,0,77.42,7.8,0.0,0,0,5,1035.24,1,-27900.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-28,Freelance,Tech Services,0,77.3,7.8,0.0,0,0,8,1756.82,1,-51100.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-29,Freelance,Tech Services,0,77.85,7.8,0.0,0,0,0,1555.6,1,-42000.0,14672.91,2024-12,170128.54,53025.35,175400.0
2024-12-30,Freelance,Tech Services,0,77.5,7.8,45509.09,1,5,3,647.67,1,1278500.0,17200.82,2024-12,170128.54,53025.35,175400.0
